date,symbol,open,high,low,close,volume
2025-08-14,TLT,68.01,68.28,66.9,67.16,12757725
2025-08-14,GLD,417.98,422.18,416.31,420.5,1717953
2025-08-14,DBC,174.08,176.65,173.38,175.94,1477913
2025-08-15,SPY,333.61,336.35,332.27,335.01,4448457
2025-08-15,QQQ,465.53,467.39,455.51,457.34,18669127
2025-08-15,IWM,306.55,307.97,305.32,306.74,7536585
2025-08-15,EFA,237.36,238.31,235.22,236.16,8081405
2025-08-15,EEM,503.22,509.4,501.21,507.37,17816203
2025-08-15,TLT,67.16,67.57,66.9,67.3,9071162
2025-08-15,GLD,420.5,422.34,418.82,420.66,19265447
2025-08-15,DBC,175.94,176.65,173.8,174.5,15059728
2025-08-18,SPY,335.01,336.89,333.67,335.55,12871021
2025-08-18,QQQ,457.34,459.17,453.84,455.67,16373331
2025-08-18,IWM,306.74,307.97,303.21,304.43,18339616
2025-08-18,EFA,236.16,237.11,231.96,232.89,15113942
2025-08-18,EEM,507.37,515.22,505.34,513.17,5387686
2025-08-18,TLT,67.3,67.57,65.28,65.55,18845084
2025-08-18,GLD,420.66,424.84,418.98,423.15,15768141
2025-08-18,DBC,174.5,176.95,173.8,176.24,7144081
2025-08-19,SPY,335.55,336.89,330.54,331.87,6026537
2025-08-19,QQQ,455.67,457.49,448.13,449.93,6782996
2025-08-19,IWM,304.43,308.14,303.21,306.91,5037826
2025-08-19,EFA,232.89,235.97,231.96,235.03,19672223
2025-08-19,EEM,513.17,523.75,511.11,521.67,18808221
2025-08-19,TLT,65.55,66.37,65.28,66.11,19637536
2025-08-19,GLD,423.15,424.84,414.86,416.53,19800418
2025-08-19,DBC,176.24,177.35,175.54,176.64,2906649
2025-08-20,SPY,331.87,333.26,330.54,331.93,4279787
2025-08-20,QQQ,449.93,455.85,448.13,454.03,18036054
2025-08-20,IWM,306.91,308.14,305.29,306.51,3126305
2025-08-20,EFA,235.03,236.05,234.09,235.11,15872948
2025-08-20,EEM,521.67,523.75,512.57,514.63,18185287
2025-08-20,TLT,66.11,68.75,65.84,68.48,7690861
2025-08-20,GLD,416.53,418.19,413.3,414.96,18894089
2025-08-20,DBC,176.64,177.35,174.25,174.95,17040237
2025-08-21,SPY,331.93,333.26,328.58,329.9,18556002
2025-08-21,QQQ,454.03,455.85,451.95,453.77,9710471
2025-08-21,IWM,306.51,312.9,305.29,311.66,7797742
2025-08-21,EFA,235.11,236.05,232.09,233.03,16016555
2025-08-21,EEM,514.63,518.88,512.57,516.82,15835021
2025-08-21,TLT,68.48,69.15,68.2,68.88,11602522
2025-08-21,GLD,414.96,418.99,413.3,417.32,3453525
2025-08-21,DBC,174.95,176.28,174.25,175.58,8136685
2025-08-22,SPY,329.9,331.22,326.31,327.62,6182368
2025-08-22,QQQ,453.77,455.58,444.02,445.8,13287072
2025-08-22,IWM,311.66,316.58,310.41,315.32,16694610
2025-08-22,EFA,233.03,237.22,232.09,236.28,8368144
2025-08-22,EEM,516.82,519.07,514.75,517.0,17349758
2025-08-22,TLT,68.88,69.15,68.17,68.44,6462499
2025-08-22,GLD,417.32,426.03,415.65,424.33,6417901
2025-08-22,DBC,175.58,176.28,174.75,175.45,15479469
2025-08-25,SPY,327.62,331.76,326.31,330.44,15135692
2025-08-25,QQQ,445.8,447.58,443.75,445.54,7568101
2025-08-25,IWM,315.32,316.58,313.53,314.78,13279328
2025-08-25,EFA,236.28,237.87,235.33,236.92,1653738
2025-08-25,EEM,517.0,519.07,511.76,513.82,1606730
2025-08-25,TLT,68.44,69.68,68.17,69.41,13896463
2025-08-25,GLD,424.33,426.03,419.91,421.59,18188669
2025-08-25,DBC,175.45,178.34,174.75,177.63,3157241
2025-08-26,SPY,330.44,336.51,329.11,335.17,8668994
2025-08-26,QQQ,445.54,454.79,443.75,452.98,4515819
2025-08-26,IWM,314.78,318.11,313.53,316.85,7091853
2025-08-26,EFA,236.92,238.64,235.97,237.68,10074665
2025-08-26,EEM,513.82,516.5,511.76,514.45,9677478
2025-08-26,TLT,69.41,69.68,67.3,67.57,14621348
2025-08-26,GLD,421.59,428.22,419.91,426.52,17596426
2025-08-26,DBC,177.63,181.6,176.92,180.87,11973926
2025-08-27,SPY,335.17,337.37,333.83,336.02,7152004
2025-08-27,QQQ,452.98,455.67,451.17,453.86,15271271
2025-08-27,IWM,316.85,320.03,315.58,318.75,1564778
2025-08-27,EFA,237.68,238.64,235.67,236.62,3971779
2025-08-27,EEM,514.45,517.53,512.39,515.46,8462773
2025-08-27,TLT,67.57,67.84,66.92,67.19,3235481
2025-08-27,GLD,426.52,428.22,424.5,426.21,1387430
2025-08-27,DBC,180.87,182.58,180.15,181.85,12380045
2025-08-28,SPY,336.02,340.33,334.68,338.97,9987881
2025-08-28,QQQ,453.86,455.67,451.78,453.59,5336064
2025-08-28,IWM,318.75,324.41,317.48,323.12,4672581
2025-08-28,EFA,236.62,238.37,235.67,237.42,6417332
2025-08-28,EEM,515.46,517.53,513.36,515.42,11468727
2025-08-28,TLT,67.19,68.1,66.92,67.82,11234282
2025-08-28,GLD,426.21,427.91,421.84,423.53,15954769
2025-08-28,DBC,181.85,182.58,180.96,181.69,17780188
2025-08-29,SPY,338.97,340.33,336.61,337.96,1609452
2025-08-29,QQQ,453.59,455.41,448.09,449.89,9403665
2025-08-29,IWM,323.12,325.14,321.83,323.85,17966932
2025-08-29,EFA,237.42,238.39,236.47,237.45,19490140
2025-08-29,EEM,515.42,524.79,513.36,522.7,9243636
2025-08-29,TLT,67.82,68.1,67.4,67.67,16000695
2025-08-29,GLD,423.53,430.68,421.84,428.96,15501473
2025-08-29,DBC,181.69,184.55,180.96,183.81,17609496
2025-09-01,SPY,337.96,339.32,331.09,332.42,18001559
2025-09-01,QQQ,449.89,451.69,444.97,446.75,11327485
2025-09-01,IWM,323.85,325.14,319.78,321.06,12499259
2025-09-01,EFA,237.45,238.39,231.07,232.0,7664731
2025-09-01,EEM,522.7,529.68,520.61,527.57,5688185
2025-09-01,TLT,67.67,67.94,66.09,66.35,14579401
2025-09-01,GLD,428.96,441.63,427.25,439.87,5355988
2025-09-01,DBC,183.81,184.55,182.82,183.55,1478322
2025-09-02,SPY,332.42,337.92,331.09,336.57,9576307
2025-09-02,QQQ,446.75,452.12,444.97,450.32,15453259
2025-09-02,IWM,321.06,323.16,319.78,321.87,13780271
2025-09-02,EFA,232.0,233.59,231.07,232.66,17976626
2025-09-02,EEM,527.57,529.68,523.38,525.48,9127317
2025-09-02,TLT,66.35,66.62,65.41,65.67,10833411
2025-09-02,GLD,439.87,443.94,438.11,442.17,10027373
2025-09-02,DBC,183.55,184.68,182.82,183.95,15959391
2025-09-03,SPY,336.57,340.64,335.23,339.28,12036930
2025-09-03,QQQ,450.32,452.16,448.52,450.36,19356736
2025-09-03,IWM,321.87,323.16,320.46,321.75,11386704
2025-09-03,EFA,232.66,234.01,231.73,233.07,8310365
2025-09-03,EEM,525.48,527.65,523.38,525.55,13805264
2025-09-03,TLT,65.67,65.98,65.41,65.72,3814900
2025-09-03,GLD,442.17,443.94,435.67,437.42,7743771
2025-09-03,DBC,183.95,185.1,183.21,184.36,9327518
2025-09-04,SPY,339.28,340.64,337.69,339.04,9864030
2025-09-04,QQQ,450.36,452.16,448.47,450.27,4011624
2025-09-04,IWM,321.75,325.53,320.46,324.23,14219729
2025-09-04,EFA,233.07,236.08,232.14,235.14,1754778
2025-09-04,EEM,525.55,527.65,521.11,523.2,3834769
2025-09-04,TLT,65.72,67.3,65.46,67.04,18756654
2025-09-04,GLD,437.42,440.42,435.67,438.67,14070003
2025-09-04,DBC,184.36,185.1,182.87,183.61,11943266
2025-09-05,SPY,339.04,340.4,337.13,338.48,10535383
2025-09-05,QQQ,450.27,452.07,442.53,444.31,5857078
2025-09-05,IWM,324.23,330.87,322.93,329.55,18212793
2025-09-05,EFA,235.14,237.08,234.2,236.13,15403062
2025-09-05,EEM,523.2,525.29,520.25,522.34,5674387
2025-09-05,TLT,67.04,67.3,65.03,65.29,18574378
2025-09-05,GLD,438.67,440.42,436.87,438.62,1539547
2025-09-05,DBC,183.61,184.34,180.64,181.37,8715530
2025-09-08,SPY,338.48,340.59,337.13,339.23,13103334
2025-09-08,QQQ,444.31,446.78,442.53,445.0,4520412
2025-09-08,IWM,329.55,330.87,326.25,327.56,2703904
2025-09-08,EFA,236.13,238.6,235.19,237.65,1632188
2025-09-08,EEM,522.34,524.43,514.23,516.3,17417992
2025-09-08,TLT,65.29,65.55,64.02,64.28,9851420
2025-09-08,GLD,438.62,447.38,436.87,445.59,17876907
2025-09-08,DBC,181.37,182.23,180.64,181.51,18958325
2025-09-09,SPY,339.23,343.53,337.87,342.16,16900050
2025-09-09,QQQ,445.0,450.14,443.22,448.35,9462210
2025-09-09,IWM,327.56,331.07,326.25,329.75,8878098
2025-09-09,EFA,237.65,238.6,232.94,233.88,7885957
2025-09-09,EEM,516.3,519.64,514.23,517.57,16446449
2025-09-09,TLT,64.28,65.92,64.02,65.66,17574170
2025-09-09,GLD,445.59,448.15,443.81,446.36,10640831
2025-09-09,DBC,181.51,182.23,180.27,181.0,2568585
2025-09-10,SPY,342.16,343.53,337.84,339.19,3599522
2025-09-10,QQQ,448.35,450.14,441.58,443.36,5946764
2025-09-10,IWM,329.75,331.07,326.64,327.96,11214544
2025-09-10,EFA,233.88,237.35,232.94,236.41,5477537
2025-09-10,EEM,517.57,521.97,515.5,519.89,10018517
2025-09-10,TLT,65.66,65.96,65.4,65.7,4339305
2025-09-10,GLD,446.36,448.15,442.31,444.09,10759523
2025-09-10,DBC,181.0,181.72,177.89,178.6,18332061
2025-09-11,SPY,339.19,340.55,337.18,338.54,4976296
2025-09-11,QQQ,443.36,450.67,441.58,448.87,19423950
2025-09-11,IWM,327.96,331.93,326.64,330.61,16869406
2025-09-11,EFA,236.41,242.78,235.46,241.82,1587352
2025-09-11,EEM,519.89,521.97,517.47,519.54,17999296
2025-09-11,TLT,65.7,66.35,65.43,66.08,16081071
2025-09-11,GLD,444.09,449.71,442.31,447.92,8070214
2025-09-11,DBC,178.6,179.32,177.89,178.61,3503592
2025-09-12,SPY,338.54,339.89,335.88,337.22,18584727
2025-09-12,QQQ,448.87,450.67,445.62,447.41,9784851
2025-09-12,IWM,330.61,333.6,329.29,332.27,18070627
2025-09-12,EFA,241.82,242.78,240.45,241.42,10380741
2025-09-12,EEM,519.54,528.93,517.47,526.83,8763945
2025-09-12,TLT,66.08,66.35,64.86,65.12,17706347
2025-09-12,GLD,447.92,453.32,446.12,451.51,1833304
2025-09-12,DBC,178.61,179.32,176.77,177.48,6337344
2025-09-15,SPY,337.22,341.9,335.88,340.54,16125005
2025-09-15,QQQ,447.41,449.27,445.62,447.48,14603615
2025-09-15,IWM,332.27,333.6,330.65,331.98,12541387
2025-09-15,EFA,241.42,243.42,240.45,242.45,13620028
2025-09-15,EEM,526.83,528.93,520.36,522.45,1058431
2025-09-15,TLT,65.12,67.09,64.86,66.82,11890009
2025-09-15,GLD,451.51,453.32,449.6,451.41,5027919
2025-09-15,DBC,177.48,178.19,173.56,174.26,7567982
2025-09-16,SPY,340.54,341.9,337.82,339.18,10725180
2025-09-16,QQQ,447.48,449.27,435.03,436.78,9496392
2025-09-16,IWM,331.98,333.31,328.91,330.23,3563581
2025-09-16,EFA,242.45,244.88,241.48,243.91,13103396
2025-09-16,EEM,522.45,533.81,520.36,531.69,2619608
2025-09-16,TLT,66.82,67.09,65.83,66.1,10416638
2025-09-16,GLD,451.41,459.32,449.6,457.49,10583923
2025-09-16,DBC,174.26,176.98,173.56,176.27,5996737
2025-09-17,SPY,339.18,340.58,337.82,339.23,18145072
2025-09-17,QQQ,436.78,442.43,435.03,440.67,11589824
2025-09-17,IWM,330.23,332.78,328.91,331.45,15352828
2025-09-17,EFA,243.91,246.74,242.93,245.76,1973458
2025-09-17,EEM,531.69,537.33,529.56,535.19,19594288
2025-09-17,TLT,66.1,66.36,64.6,64.86,19429038
2025-09-17,GLD,457.49,459.67,455.66,457.84,14787046
2025-09-17,DBC,176.27,177.73,175.57,177.03,16128365
2025-09-18,SPY,339.23,340.58,336.76,338.11,10603557
2025-09-18,QQQ,440.67,442.43,437.02,438.78,17293196
2025-09-18,IWM,331.45,339.26,330.12,337.91,5271859
2025-09-18,EFA,245.76,248.16,244.77,247.18,6729848
2025-09-18,EEM,535.19,537.33,527.83,529.95,10991565
2025-09-18,TLT,64.86,65.28,64.6,65.02,9581303
2025-09-18,GLD,457.84,459.67,455.09,456.92,9729824
2025-09-18,DBC,177.03,177.73,171.74,172.43,14630121
2025-09-19,SPY,338.11,339.47,335.49,336.84,19700613
2025-09-19,QQQ,438.78,440.53,433.44,435.18,14232786
2025-09-19,IWM,337.91,342.53,336.55,341.17,3522306
2025-09-19,EFA,247.18,250.23,246.19,249.23,7975044
2025-09-19,EEM,529.95,532.07,517.18,519.26,19467907
2025-09-19,TLT,65.02,65.29,64.76,65.03,8382822
2025-09-19,GLD,456.92,458.75,451.45,453.26,16098167
2025-09-19,DBC,172.43,173.64,171.74,172.94,15341936
2025-09-22,SPY,336.84,339.4,335.49,338.05,4043873
2025-09-22,QQQ,435.18,439.38,433.44,437.63,6861794
2025-09-22,IWM,341.17,342.53,339.33,340.69,9023756
2025-09-22,EFA,249.23,250.96,248.23,249.96,13358276
2025-09-22,EEM,519.26,521.34,517.02,519.09,1673830
2025-09-22,TLT,65.03,66.55,64.77,66.28,14850654
2025-09-22,GLD,453.26,455.07,446.36,448.15,8046596
2025-09-22,DBC,172.94,175.61,172.25,174.91,13645518
2025-09-23,SPY,338.05,339.4,336.14,337.49,17715002
2025-09-23,QQQ,437.63,447.74,435.88,445.95,10311903
2025-09-23,IWM,340.69,342.05,337.1,338.46,17891158
2025-09-23,EFA,249.96,250.96,247.96,248.96,18757867
2025-09-23,EEM,519.09,521.17,509.25,511.3,8246520
2025-09-23,TLT,66.28,66.55,64.65,64.91,4107078
2025-09-23,GLD,448.15,449.94,445.82,447.61,14413623
2025-09-23,DBC,174.91,176.97,174.21,176.27,15960525
2025-09-24,SPY,337.49,338.84,333.99,335.33,1731839
2025-09-24,QQQ,445.95,449.52,444.17,447.72,5269701
2025-09-24,IWM,338.46,344.54,337.1,343.17,16880248
2025-09-24,EFA,248.96,250.58,247.96,249.58,17435778
2025-09-24,EEM,511.3,519.45,509.25,517.38,18712089
2025-09-24,TLT,64.91,65.18,64.65,64.92,16708554
2025-09-24,GLD,447.61,452.28,445.82,450.48,4658976
2025-09-24,DBC,176.27,176.97,175.41,176.11,8509495
2025-09-25,SPY,335.33,338.64,333.99,337.29,4653755
2025-09-25,QQQ,447.72,454.64,445.93,452.83,16345282
2025-09-25,IWM,343.17,349.19,341.8,347.8,1045836
2025-09-25,EFA,249.58,252.44,248.58,251.43,5216173
2025-09-25,EEM,517.38,521.14,515.31,519.06,11193241
2025-09-25,TLT,64.92,67.35,64.66,67.09,5293854
2025-09-25,GLD,450.48,452.28,445.09,446.88,15677732
2025-09-25,DBC,176.11,176.82,173.99,174.68,4762548
2025-09-26,SPY,337.29,340.61,335.94,339.26,7432443
2025-09-26,QQQ,452.83,457.16,451.02,455.33,14021869
2025-09-26,IWM,347.8,349.19,346.27,347.66,1038655
2025-09-26,EFA,251.43,256.28,250.43,255.26,1351034
2025-09-26,EEM,519.06,521.14,498.36,500.36,10348387
2025-09-26,TLT,67.09,67.35,66.07,66.34,11615180
2025-09-26,GLD,446.88,448.67,439.88,441.65,16948563
2025-09-26,DBC,174.68,175.38,171.29,171.98,18658949
2025-09-29,SPY,339.26,340.86,337.9,339.5,14818055
2025-09-29,QQQ,455.33,461.03,453.51,459.19,11314559
2025-09-29,IWM,347.66,351.13,346.27,349.73,15093394
2025-09-29,EFA,255.26,256.71,254.24,255.69,3720998
2025-09-29,EEM,500.36,502.36,498.2,500.2,13422455
2025-09-29,TLT,66.34,68.07,66.07,67.8,8609677
2025-09-29,GLD,441.65,443.41,433.69,435.43,15111546
2025-09-29,DBC,171.98,172.86,171.29,172.17,13157438
2025-09-30,SPY,339.5,340.86,337.42,338.77,10801625
2025-09-30,QQQ,459.19,461.03,454.12,455.94,17940907
2025-09-30,IWM,349.73,354.58,348.33,353.16,7724771
2025-09-30,EFA,255.69,257.72,254.66,256.69,11459444
2025-09-30,EEM,500.2,502.81,498.2,500.81,16606638
2025-09-30,TLT,67.8,68.07,66.9,67.17,8430387
2025-09-30,GLD,435.43,437.18,432.79,434.53,4657703
2025-09-30,DBC,172.17,176.5,171.48,175.79,17635103
2025-10-01,SPY,338.77,340.13,332.89,334.23,17275669
2025-10-01,QQQ,455.94,457.77,447.03,448.82,14993173
2025-10-01,IWM,353.16,355.68,351.75,354.26,5911800
2025-10-01,EFA,256.69,257.72,255.18,256.21,14202326
2025-10-01,EEM,500.81,504.22,498.8,502.21,5761745
2025-10-01,TLT,67.17,67.52,66.9,67.25,14938005
2025-10-01,GLD,434.53,437.44,432.79,435.7,14197686
2025-10-01,DBC,175.79,176.77,175.09,176.06,16087480
2025-10-02,SPY,334.23,340.27,332.89,338.92,4798548
2025-10-02,QQQ,448.82,450.62,440.65,442.42,3662919
2025-10-02,IWM,354.26,358.39,352.84,356.96,7224756
2025-10-02,EFA,256.21,257.23,254.28,255.31,18609284
2025-10-02,EEM,502.21,504.42,500.2,502.41,13704359
2025-10-02,TLT,67.25,67.52,66.75,67.02,13545452
2025-10-02,GLD,435.7,441.56,433.96,439.8,4656011
2025-10-02,DBC,176.06,176.77,175.25,175.96,1096325
2025-10-03,SPY,338.92,341.34,337.56,339.98,15099007
2025-10-03,QQQ,442.42,445.11,440.65,443.34,5150961
2025-10-03,IWM,356.96,358.39,351.03,352.44,13755035
2025-10-03,EFA,255.31,256.33,252.81,253.83,12966490
2025-10-03,EEM,502.41,505.23,500.4,503.22,15510591
2025-10-03,TLT,67.02,67.28,65.93,66.2,3944745
2025-10-03,GLD,439.8,445.73,438.04,443.95,13506219
2025-10-03,DBC,175.96,177.33,175.25,176.63,19170699
2025-10-06,SPY,339.98,343.0,338.62,341.64,13222163
2025-10-06,QQQ,443.34,445.11,439.89,441.66,16922730
2025-10-06,IWM,352.44,357.15,351.03,355.73,14581915
2025-10-06,EFA,253.83,255.21,252.81,254.19,2363970
2025-10-06,EEM,503.22,505.23,496.93,498.92,3080505
2025-10-06,TLT,66.2,67.24,65.93,66.98,9624024
2025-10-06,GLD,443.95,446.08,442.17,444.3,12377285
2025-10-06,DBC,176.63,178.0,175.92,177.29,13179396
2025-10-07,SPY,341.64,343.0,339.32,340.68,2462488
2025-10-07,QQQ,441.66,456.2,439.89,454.38,9797048
2025-10-07,IWM,355.73,357.28,354.31,355.86,10248619
2025-10-07,EFA,254.19,255.21,249.75,250.75,10979285
2025-10-07,EEM,498.92,510.82,496.93,508.79,3192181
2025-10-07,TLT,66.98,67.3,66.71,67.03,1813919
2025-10-07,GLD,444.3,446.82,442.52,445.04,16627772
2025-10-07,DBC,177.29,178.0,175.92,176.63,13969284
2025-10-08,SPY,340.68,343.64,339.32,342.28,17558234
2025-10-08,QQQ,454.38,456.2,441.5,443.27,5452917
2025-10-08,IWM,355.86,359.26,354.43,357.83,11177555
2025-10-08,EFA,250.75,251.75,249.07,250.07,6077296
2025-10-08,EEM,508.79,510.82,502.98,505.0,11722277
2025-10-08,TLT,67.03,67.3,66.23,66.5,16461251
2025-10-08,GLD,445.04,446.82,438.65,440.41,3651299
2025-10-08,DBC,176.63,179.73,175.92,179.02,18176003
2025-10-09,SPY,342.28,345.24,340.91,343.86,9298263
2025-10-09,QQQ,443.27,453.12,441.5,451.32,14682046
2025-10-09,IWM,357.83,360.24,356.4,358.8,19541999
2025-10-09,EFA,250.07,251.23,249.07,250.23,19274301
2025-10-09,EEM,505.0,507.02,495.9,497.89,4530644
2025-10-09,TLT,66.5,69.25,66.23,68.97,3421457
2025-10-09,GLD,440.41,442.17,438.36,440.12,4235404
2025-10-09,DBC,179.02,180.54,178.3,179.82,15128438
2025-10-10,SPY,343.86,345.24,338.09,339.44,15997593
2025-10-10,QQQ,451.32,453.13,449.51,451.32,6811354
2025-10-10,IWM,358.8,360.78,357.37,359.35,8883053
2025-10-10,EFA,250.23,253.43,249.23,252.42,19071228
2025-10-10,EEM,497.89,504.95,495.9,502.94,5065613
2025-10-10,TLT,68.97,69.25,67.5,67.78,10862433
2025-10-10,GLD,440.12,441.88,436.84,438.6,13514831
2025-10-10,DBC,179.82,182.83,179.11,182.1,9524721
2025-10-13,SPY,339.44,340.8,337.99,339.34,9302343
2025-10-13,QQQ,451.32,453.13,446.03,447.82,7232280
2025-10-13,IWM,359.35,361.07,357.91,359.63,7316626
2025-10-13,EFA,252.42,254.64,251.41,253.62,11950083
2025-10-13,EEM,502.94,509.23,500.93,507.2,9252686
2025-10-13,TLT,67.78,68.36,67.5,68.09,18022985
2025-10-13,GLD,438.6,440.35,431.14,432.87,4373644
2025-10-13,DBC,182.1,182.83,181.03,181.75,16566427
